Review,ReviewLower,ReviewClean,Fix Slang,Tokenized,Stopword,Stemmed_Text
"sangat memuaskan, tapi tolong di kurangi untuk iklan nya","sangat memuaskan, tapi tolong di kurangi untuk iklan nya",sangat memuaskan tapi tolong di kurangi untuk iklan nya,sangat memuaskan tapi tolong di kurangi untuk iklan nya,"['sangat', 'memuaskan', 'tapi', 'tolong', 'di', 'kurangi', 'untuk', 'iklan', 'nya']","['memuaskan', 'tolong', 'kurangi', 'iklan']",muas tolong kurang iklan
"Media sosial yang bagus, tidak banyak sensor seperti facebook dan instagram","media sosial yang bagus, tidak banyak sensor seperti facebook dan instagram",media sosial yang bagus tidak banyak sensor seperti facebook dan instagram,media sosial yang bagus tidak banyak sensor seperti facebook dan instagram,"['media', 'sosial', 'yang', 'bagus', 'tidak', 'banyak', 'sensor', 'seperti', 'facebook', 'dan', 'instagram']","['media', 'sosial', 'bagus', 'sensor', 'facebook', 'instagram']",media sosial bagus sensor facebook instagram
"kenapa makin lama makin ngelag ya apknya, tolong dong ini gimana???","kenapa makin lama makin ngelag ya apknya, tolong dong ini gimana???",kenapa makin lama makin ngelag ya apknya tolong dong ini gimana,kenapa makin lama makin ngelag iya apknya tolong dong ini bagaimana,"['kenapa', 'makin', 'lama', 'makin', 'ngelag', 'iya', 'apknya', 'tolong', 'dong', 'ini', 'bagaimana']","['ngelag', 'apknya', 'tolong']",ngelag apknya tolong
Min Tolong Perbaiki masalah Jaringan sama sering For Close nya Jadi ke ganggu buat make X nya Tolong ya min demi kebaikan pengguna,min tolong perbaiki masalah jaringan sama sering for close nya jadi ke ganggu buat make x nya tolong ya min demi kebaikan pengguna,min tolong perbaiki masalah jaringan sama sering for close nya jadi ke ganggu buat make x nya tolong ya min demi kebaikan pengguna,min tolong perbaiki masalah jaringan sama sering for close nya jadi ke ganggu buat make x nya tolong iya min demi kebaikan pengguna,"['min', 'tolong', 'perbaiki', 'masalah', 'jaringan', 'sama', 'sering', 'for', 'close', 'nya', 'jadi', 'ke', 'ganggu', 'buat', 'make', 'x', 'nya', 'tolong', 'iya', 'min', 'demi', 'kebaikan', 'pengguna']","['min', 'tolong', 'perbaiki', 'jaringan', 'close', 'ganggu', 'make', 'x', 'tolong', 'min', 'kebaikan', 'pengguna']",min tolong baik jaring close ganggu make x tolong min baik guna
"jelek banget, tiba-tiba kena suspend permanen padahal cuma promosi jualan gak aneh-aneh","jelek banget, tiba-tiba kena suspend permanen padahal cuma promosi jualan gak aneh-aneh",jelek banget tibatiba kena suspend permanen padahal cuma promosi jualan gak anehaneh,jelek banget tibatiba kena suspend permanen padahal cuma promosi jualan tidak anehaneh,"['jelek', 'banget', 'tibatiba', 'kena', 'suspend', 'permanen', 'padahal', 'cuma', 'promosi', 'jualan', 'tidak', 'anehaneh']","['jelek', 'banget', 'tibatiba', 'kena', 'suspend', 'permanen', 'promosi', 'jualan', 'anehaneh']",jelek banget tibatiba kena suspend permanen promosi jual anehaneh
"apk gajebo, mau login ada kesalahan teknis kenapa coba","apk gajebo, mau login ada kesalahan teknis kenapa coba",apk gajebo mau login ada kesalahan teknis kenapa coba,apk gajebo mau login ada kesalahan teknis kenapa coba,"['apk', 'gajebo', 'mau', 'login', 'ada', 'kesalahan', 'teknis', 'kenapa', 'coba']","['apk', 'gajebo', 'login', 'kesalahan', 'teknis', 'coba']",apk gajebo login salah teknis coba
"mau buka apk malah lag banget, padhal udah di update, tolong dong di perbaiki lagi","mau buka apk malah lag banget, padhal udah di update, tolong dong di perbaiki lagi",mau buka apk malah lag banget padhal udah di update tolong dong di perbaiki lagi,mau buka apk bahkan lag banget padhal sudah di update tolong dong di perbaiki lagi,"['mau', 'buka', 'apk', 'bahkan', 'lag', 'banget', 'padhal', 'sudah', 'di', 'update', 'tolong', 'dong', 'di', 'perbaiki', 'lagi']","['buka', 'apk', 'lag', 'banget', 'padhal', 'update', 'tolong', 'perbaiki']",buka apk lag banget padhal update tolong baik
"sangat jelek padahal akun saya sudah benar eh tiba tiba ""sistem tidak menanggapi"" gimanasih kalau kayak gini mending gausah di upgred","sangat jelek padahal akun saya sudah benar eh tiba tiba ""sistem tidak menanggapi"" gimanasih kalau kayak gini mending gausah di upgred",sangat jelek padahal akun saya sudah benar eh tiba sistem tidak menanggapi gimanasih kalau kayak gini mending gausah di upgred,sangat jelek padahal akun saya sudah benar eh tiba sistem tidak menanggapi gimanasih kalau kayak begini lebih baik gausah di upgred,"['sangat', 'jelek', 'padahal', 'akun', 'saya', 'sudah', 'benar', 'eh', 'tiba', 'sistem', 'tidak', 'menanggapi', 'gimanasih', 'kalau', 'kayak', 'begini', 'lebih', 'baik', 'gausah', 'di', 'upgred']","['jelek', 'akun', 'eh', 'sistem', 'menanggapi', 'gimanasih', 'kayak', 'gausah', 'upgred']",jelek akun eh sistem tanggap gimanasih kayak gausah upgred
"Gk bisa Login, Trs banyak bug nya, trs juga kalau mau login ada tulisan ""kesalahan teknis""","gk bisa login, trs banyak bug nya, trs juga kalau mau login ada tulisan ""kesalahan teknis""",gk bisa login trs banyak bug nya trs juga kalau mau login ada tulisan kesalahan teknis,tidak bisa login terus banyak bug nya terus juga kalau mau login ada tulisan kesalahan teknis,"['tidak', 'bisa', 'login', 'terus', 'banyak', 'bug', 'nya', 'terus', 'juga', 'kalau', 'mau', 'login', 'ada', 'tulisan', 'kesalahan', 'teknis']","['login', 'bug', 'login', 'tulisan', 'kesalahan', 'teknis']",login bug login tulis salah teknis
hei ini kenapa ya udah diupdate tapi malah force close mulu????? gamau uninstall soalnya nanti draft penting aku kehapus 🙂🙂,hei ini kenapa ya udah diupdate tapi malah force close mulu????? gamau uninstall soalnya nanti draft penting aku kehapus 🙂🙂,hei ini kenapa ya udah diupdate tapi malah force close mulu gamau uninstall soalnya nanti draft penting aku kehapus,hei ini kenapa iya sudah diupdate tapi bahkan force close melulu tidak mau uninstall soalnya nanti draft penting aku kehapus,"['hei', 'ini', 'kenapa', 'iya', 'sudah', 'diupdate', 'tapi', 'bahkan', 'force', 'close', 'melulu', 'tidak', 'mau', 'uninstall', 'soalnya', 'nanti', 'draft', 'penting', 'aku', 'kehapus']","['hei', 'diupdate', 'force', 'close', 'melulu', 'uninstall', 'draft', 'kehapus']",hei diupdate force close melulu uninstall draft hapus
"Habis di update, tandai lokasi tidak bisa di akses, mohon segera diperbaiki.","habis di update, tandai lokasi tidak bisa di akses, mohon segera diperbaiki.",habis di update tandai lokasi tidak bisa di akses mohon segera diperbaiki,habis di update tandai lokasi tidak bisa di akses mohon segera diperbaiki,"['habis', 'di', 'update', 'tandai', 'lokasi', 'tidak', 'bisa', 'di', 'akses', 'mohon', 'segera', 'diperbaiki']","['habis', 'update', 'tandai', 'lokasi', 'akses', 'mohon', 'diperbaiki']",habis update tanda lokasi akses mohon baik
"dulu enak aja main apk ini, belom lama tb² terkeluar sendiri dan akses buat masuk susah banget 🥲","dulu enak aja main apk ini, belom lama tb² terkeluar sendiri dan akses buat masuk susah banget 🥲",dulu enak aja main apk ini belom lama tb² terkeluar sendiri dan akses buat masuk susah banget,dulu enak saja main apk ini belum lama tb² terkeluar sendiri dan akses buat masuk susah banget,"['dulu', 'enak', 'saja', 'main', 'apk', 'ini', 'belum', 'lama', 'tb²', 'terkeluar', 'sendiri', 'dan', 'akses', 'buat', 'masuk', 'susah', 'banget']","['enak', 'main', 'apk', 'tb²', 'terkeluar', 'akses', 'masuk', 'susah', 'banget']",enak main apk tb keluar akses masuk susah banget
"semenjak ganti x jadi ribet akun sering keluar sendiri tiap hari harus update aplikasi, sering eror juga jadi males pakai aplikasi ini","semenjak ganti x jadi ribet akun sering keluar sendiri tiap hari harus update aplikasi, sering eror juga jadi males pakai aplikasi ini",semenjak ganti x jadi ribet akun sering keluar sendiri tiap hari harus update aplikasi sering eror juga jadi males pakai aplikasi ini,semenjak ganti x jadi ribet akun sering keluar sendiri tiap hari harus update aplikasi sering eror juga jadi males pakai aplikasi ini,"['semenjak', 'ganti', 'x', 'jadi', 'ribet', 'akun', 'sering', 'keluar', 'sendiri', 'tiap', 'hari', 'harus', 'update', 'aplikasi', 'sering', 'eror', 'juga', 'jadi', 'males', 'pakai', 'aplikasi', 'ini']","['semenjak', 'ganti', 'x', 'ribet', 'akun', 'update', 'aplikasi', 'eror', 'males', 'pakai', 'aplikasi']",semenjak ganti x ribet akun update aplikasi eror males pakai aplikasi
"pas mau login suka error terus, sampe sekarang masi error, hadeuh","pas mau login suka error terus, sampe sekarang masi error, hadeuh",pas mau login suka error terus sampe sekarang masi error hadeuh,pas mau login suka error terus sampai sekarang masi error hadeuh,"['pas', 'mau', 'login', 'suka', 'error', 'terus', 'sampai', 'sekarang', 'masi', 'error', 'hadeuh']","['pas', 'login', 'suka', 'error', 'masi', 'error', 'hadeuh']",pas login suka error mas error hadeuh
"jelek banget sekarang, niat bikin aplikasi ga sih. benerin lah kalo ada eror. jelek banget. sering keluar sendiri. ngelag. lama2 bangkrut ntar tau rasa","jelek banget sekarang, niat bikin aplikasi ga sih. benerin lah kalo ada eror. jelek banget. sering keluar sendiri. ngelag. lama2 bangkrut ntar tau rasa",jelek banget sekarang niat bikin aplikasi ga sih benerin lah kalo ada eror jelek banget sering keluar sendiri ngelag lama bangkrut ntar tau rasa,jelek banget sekarang niat bikin aplikasi tidak sih benerin lah kalau ada eror jelek banget sering keluar sendiri ngelag lama bangkrut sebentar tahu rasa,"['jelek', 'banget', 'sekarang', 'niat', 'bikin', 'aplikasi', 'tidak', 'sih', 'benerin', 'lah', 'kalau', 'ada', 'eror', 'jelek', 'banget', 'sering', 'keluar', 'sendiri', 'ngelag', 'lama', 'bangkrut', 'sebentar', 'tahu', 'rasa']","['jelek', 'banget', 'niat', 'bikin', 'aplikasi', 'benerin', 'eror', 'jelek', 'banget', 'ngelag', 'bangkrut', 'sebentar']",jelek banget niat bikin aplikasi benerin eror jelek banget ngelag bangkrut sebentar
"Sementara bintang satu dulu, karena saat baru buka aplikasi X, update timeline sangat lambat dan lama pulihnya sampai berjam-jam. Saya coba perbarui aplikasinya, semoga ada perubahan.","sementara bintang satu dulu, karena saat baru buka aplikasi x, update timeline sangat lambat dan lama pulihnya sampai berjam-jam. saya coba perbarui aplikasinya, semoga ada perubahan.",sementara bintang satu dulu karena saat baru buka aplikasi x update timeline sangat lambat dan lama pulihnya sampai berjamjam saya coba perbarui aplikasinya semoga ada perubahan,sementara bintang satu dulu karena saat baru buka aplikasi x update timeline sangat lambat dan lama pulihnya sampai berjamjam saya coba perbarui aplikasinya semoga ada perubahan,"['sementara', 'bintang', 'satu', 'dulu', 'karena', 'saat', 'baru', 'buka', 'aplikasi', 'x', 'update', 'timeline', 'sangat', 'lambat', 'dan', 'lama', 'pulihnya', 'sampai', 'berjamjam', 'saya', 'coba', 'perbarui', 'aplikasinya', 'semoga', 'ada', 'perubahan']","['bintang', 'buka', 'aplikasi', 'x', 'update', 'timeline', 'lambat', 'pulihnya', 'berjamjam', 'coba', 'perbarui', 'aplikasinya', 'semoga', 'perubahan']",bintang buka aplikasi x update timeline lambat pulih berjamjam coba baru aplikasi moga ubah
sering lag sampe sekarang padahal sinyal stabil,sering lag sampe sekarang padahal sinyal stabil,sering lag sampe sekarang padahal sinyal stabil,sering lag sampai sekarang padahal sinyal stabil,"['sering', 'lag', 'sampai', 'sekarang', 'padahal', 'sinyal', 'stabil']","['lag', 'sinyal', 'stabil']",lag sinyal stabil
gue ga bisa ganti pfp langsung dari apk nya buset dah. baru bisa ganti kalo lewat web. kenapa sih woi 😒,gue ga bisa ganti pfp langsung dari apk nya buset dah. baru bisa ganti kalo lewat web. kenapa sih woi 😒,gue ga bisa ganti pfp langsung dari apk nya buset dah baru bisa ganti kalo lewat web kenapa sih woi,saya tidak bisa ganti pfp langsung dari apk nya buset deh baru bisa ganti kalau lewat web kenapa sih woi,"['saya', 'tidak', 'bisa', 'ganti', 'pfp', 'langsung', 'dari', 'apk', 'nya', 'buset', 'deh', 'baru', 'bisa', 'ganti', 'kalau', 'lewat', 'web', 'kenapa', 'sih', 'woi']","['ganti', 'pfp', 'langsung', 'apk', 'buset', 'deh', 'ganti', 'web']",ganti pfp langsung apk buset deh ganti web
"saya kasih bintang 5 namun tolong ya ke admin, setiap saya mau klik liat video itu selalu muncul iklan yg menurut saya mengganggu krn harus balikin apk nya.. terutama iklan shopee tuh..mending kl ga bawa virus yg bawa virus jadi nge leg ke hape kita nya..ga jadi saja buka videonya..mknya proses buka video aja harus serumit itu..tolong di tindak aja yaa","saya kasih bintang 5 namun tolong ya ke admin, setiap saya mau klik liat video itu selalu muncul iklan yg menurut saya mengganggu krn harus balikin apk nya.. terutama iklan shopee tuh..mending kl ga bawa virus yg bawa virus jadi nge leg ke hape kita nya..ga jadi saja buka videonya..mknya proses buka video aja harus serumit itu..tolong di tindak aja yaa",saya kasih bintang  namun tolong ya ke admin setiap saya mau klik liat video itu selalu muncul iklan yg menurut saya mengganggu krn harus balikin apk nya terutama iklan shopee tuhmending kl ga bawa virus yg bawa virus jadi nge leg ke hape kita nyaga jadi saja buka videonyamknya proses buka video aja harus serumit itutolong di tindak aja yaa,saya kasih bintang namun tolong iya ke admin setiap saya mau klik lihat video itu selalu muncul iklan yang menurut saya mengganggu karena harus balikin apk nya terutama iklan shopee tuhmending kalau tidak bawa virus yang bawa virus jadi nge leg ke hape kita nyaga jadi saja buka videonyamknya proses buka video saja harus serumit itutolong di tindak saja yaa,"['saya', 'kasih', 'bintang', 'namun', 'tolong', 'iya', 'ke', 'admin', 'setiap', 'saya', 'mau', 'klik', 'lihat', 'video', 'itu', 'selalu', 'muncul', 'iklan', 'yang', 'menurut', 'saya', 'mengganggu', 'karena', 'harus', 'balikin', 'apk', 'nya', 'terutama', 'iklan', 'shopee', 'tuhmending', 'kalau', 'tidak', 'bawa', 'virus', 'yang', 'bawa', 'virus', 'jadi', 'nge', 'leg', 'ke', 'hape', 'kita', 'nyaga', 'jadi', 'saja', 'buka', 'videonyamknya', 'proses', 'buka', 'video', 'saja', 'harus', 'serumit', 'itutolong', 'di', 'tindak', 'saja', 'yaa']","['kasih', 'bintang', 'tolong', 'admin', 'klik', 'lihat', 'video', 'muncul', 'iklan', 'mengganggu', 'balikin', 'apk', 'iklan', 'shopee', 'tuhmending', 'bawa', 'virus', 'bawa', 'virus', 'nge', 'leg', 'hape', 'nyaga', 'buka', 'videonyamknya', 'proses', 'buka', 'video', 'serumit', 'itutolong', 'tindak']",kasih bintang tolong admin klik lihat video muncul iklan ganggu balikin apk iklan shopee tuhmending bawa virus bawa virus nge leg hape nyaga buka videonyamknya proses buka video rumit itutolong tindak
"Sekarang buka reply postingan balasan dari orang lain tidak ditemukan, harus nelewati postingan rekomendasi dan kadang tidak ada komentar sama sekali, jadi harus pindah opsi dari relevan ke paling banyak disukai. X sekarang jadi platform yang jelek, sudah algoritma jelek, sekarang ditambah kolom reply mau lihat komentar orang aja harus effort. sudah gitu ada bug ketika memutar video tapi suaranya keluar sendiri padahal sudah diclose videonya","sekarang buka reply postingan balasan dari orang lain tidak ditemukan, harus nelewati postingan rekomendasi dan kadang tidak ada komentar sama sekali, jadi harus pindah opsi dari relevan ke paling banyak disukai. x sekarang jadi platform yang jelek, sudah algoritma jelek, sekarang ditambah kolom reply mau lihat komentar orang aja harus effort. sudah gitu ada bug ketika memutar video tapi suaranya keluar sendiri padahal sudah diclose videonya",sekarang buka reply postingan balasan dari orang lain tidak ditemukan harus nelewati postingan rekomendasi dan kadang tidak ada komentar sama sekali jadi harus pindah opsi dari relevan ke paling banyak disukai x sekarang jadi platform yang jelek sudah algoritma jelek sekarang ditambah kolom reply mau lihat komentar orang aja harus effort sudah gitu ada bug ketika memutar video tapi suaranya keluar sendiri padahal sudah diclose videonya,sekarang buka reply postingan balasan dari orang lain tidak ditemukan harus nelewati postingan rekomendasi dan kadang tidak ada komentar sama sekali jadi harus pindah opsi dari relevan ke paling banyak disukai x sekarang jadi platform yang jelek sudah algoritma jelek sekarang ditambah kolom reply mau lihat komentar orang saja harus effort sudah begitu ada bug ketika memutar video tapi suaranya keluar sendiri padahal sudah diclose videonya,"['sekarang', 'buka', 'reply', 'postingan', 'balasan', 'dari', 'orang', 'lain', 'tidak', 'ditemukan', 'harus', 'nelewati', 'postingan', 'rekomendasi', 'dan', 'kadang', 'tidak', 'ada', 'komentar', 'sama', 'sekali', 'jadi', 'harus', 'pindah', 'opsi', 'dari', 'relevan', 'ke', 'paling', 'banyak', 'disukai', 'x', 'sekarang', 'jadi', 'platform', 'yang', 'jelek', 'sudah', 'algoritma', 'jelek', 'sekarang', 'ditambah', 'kolom', 'reply', 'mau', 'lihat', 'komentar', 'orang', 'saja', 'harus', 'effort', 'sudah', 'begitu', 'ada', 'bug', 'ketika', 'memutar', 'video', 'tapi', 'suaranya', 'keluar', 'sendiri', 'padahal', 'sudah', 'diclose', 'videonya']","['buka', 'reply', 'postingan', 'balasan', 'orang', 'ditemukan', 'nelewati', 'postingan', 'rekomendasi', 'kadang', 'komentar', 'pindah', 'opsi', 'relevan', 'disukai', 'x', 'platform', 'jelek', 'algoritma', 'jelek', 'ditambah', 'kolom', 'reply', 'lihat', 'komentar', 'orang', 'effort', 'bug', 'memutar', 'video', 'suaranya', 'diclose', 'videonya']",buka reply postingan balas orang temu nelewati postingan rekomendasi kadang komentar pindah opsi relevan suka x platform jelek algoritma jelek tambah kolom reply lihat komentar orang effort bug putar video suara diclose video
gak bisa masuk pas isi tanggal lahir padahal udah sama kaya yg di email udah coba di 3 email berbeda tapi tetep gak bisaaa,gak bisa masuk pas isi tanggal lahir padahal udah sama kaya yg di email udah coba di 3 email berbeda tapi tetep gak bisaaa,gak bisa masuk pas isi tanggal lahir padahal udah sama kaya yg di email udah coba di  email berbeda tapi tetep gak bisaa,tidak bisa masuk pas isi tanggal lahir padahal sudah sama kaya yang di email sudah coba di email berbeda tapi tetep tidak bisaa,"['tidak', 'bisa', 'masuk', 'pas', 'isi', 'tanggal', 'lahir', 'padahal', 'sudah', 'sama', 'kaya', 'yang', 'di', 'email', 'sudah', 'coba', 'di', 'email', 'berbeda', 'tapi', 'tetep', 'tidak', 'bisaa']","['masuk', 'pas', 'isi', 'tanggal', 'lahir', 'kaya', 'email', 'coba', 'email', 'berbeda', 'tetep', 'bisaa']",masuk pas isi tanggal lahir kaya email coba email beda tetep bisaa
"ini makin lama bikin nyebelin aplikasinya, lagi seru"" scroll thread tiba"" akun log out sendiri ini udh kesekian kali kaya gini. pas mau masuk lagi juga ga bisa, baru bisa masuk lagi hari setelah nya itu pun ga langsung bisa. TOLONG DONG DIBENERIN, mau seru"" scroll malah bikin emosi....","ini makin lama bikin nyebelin aplikasinya, lagi seru"" scroll thread tiba"" akun log out sendiri ini udh kesekian kali kaya gini. pas mau masuk lagi juga ga bisa, baru bisa masuk lagi hari setelah nya itu pun ga langsung bisa. tolong dong dibenerin, mau seru"" scroll malah bikin emosi....",ini makin lama bikin nyebelin aplikasinya lagi seru scroll thread tiba akun log out sendiri ini udh kesekian kali kaya gini pas mau masuk lagi juga ga bisa baru bisa masuk lagi hari setelah nya itu pun ga langsung bisa tolong dong dibenerin mau seru scroll malah bikin emosi,ini makin lama bikin nyebelin aplikasinya lagi seru scroll thread tiba akun log out sendiri ini sudah kesekian kali kaya begini pas mau masuk lagi juga tidak bisa baru bisa masuk lagi hari setelah nya itu pun tidak langsung bisa tolong dong dibenerin mau seru scroll bahkan bikin emosi,"['ini', 'makin', 'lama', 'bikin', 'nyebelin', 'aplikasinya', 'lagi', 'seru', 'scroll', 'thread', 'tiba', 'akun', 'log', 'out', 'sendiri', 'ini', 'sudah', 'kesekian', 'kali', 'kaya', 'begini', 'pas', 'mau', 'masuk', 'lagi', 'juga', 'tidak', 'bisa', 'baru', 'bisa', 'masuk', 'lagi', 'hari', 'setelah', 'nya', 'itu', 'pun', 'tidak', 'langsung', 'bisa', 'tolong', 'dong', 'dibenerin', 'mau', 'seru', 'scroll', 'bahkan', 'bikin', 'emosi']","['bikin', 'nyebelin', 'aplikasinya', 'seru', 'scroll', 'thread', 'akun', 'log', 'kesekian', 'kali', 'kaya', 'pas', 'masuk', 'masuk', 'langsung', 'tolong', 'dibenerin', 'seru', 'scroll', 'bikin', 'emosi']",bikin nyebelin aplikasi seru scroll thread akun log sekian kali kaya pas masuk masuk langsung tolong dibenerin seru scroll bikin emosi
"Aku kasih bintang satu kesal sekali saya,, selalu keluar trus dari akun,, sudah itu memberikan recapcah, yang tidak sinkron. Aku paling kesal dengan recapcah, angka jumblah tidak sinkron padahal sudah betul tidak salah, masih tidak sinkron. Payah.","aku kasih bintang satu kesal sekali saya,, selalu keluar trus dari akun,, sudah itu memberikan recapcah, yang tidak sinkron. aku paling kesal dengan recapcah, angka jumblah tidak sinkron padahal sudah betul tidak salah, masih tidak sinkron. payah.",aku kasih bintang satu kesal sekali saya selalu keluar trus dari akun sudah itu memberikan recapcah yang tidak sinkron aku paling kesal dengan recapcah angka jumblah tidak sinkron padahal sudah betul tidak salah masih tidak sinkron payah,aku kasih bintang satu kesal sekali saya selalu keluar terus dari akun sudah itu memberikan recapcah yang tidak sinkron aku paling kesal dengan recapcah angka jumblah tidak sinkron padahal sudah betul tidak salah masih tidak sinkron payah,"['aku', 'kasih', 'bintang', 'satu', 'kesal', 'sekali', 'saya', 'selalu', 'keluar', 'terus', 'dari', 'akun', 'sudah', 'itu', 'memberikan', 'recapcah', 'yang', 'tidak', 'sinkron', 'aku', 'paling', 'kesal', 'dengan', 'recapcah', 'angka', 'jumblah', 'tidak', 'sinkron', 'padahal', 'sudah', 'betul', 'tidak', 'salah', 'masih', 'tidak', 'sinkron', 'payah']","['kasih', 'bintang', 'kesal', 'akun', 'recapcah', 'sinkron', 'kesal', 'recapcah', 'angka', 'jumblah', 'sinkron', 'salah', 'sinkron', 'payah']",kasih bintang kesal akun recapcah sinkron kesal recapcah angka jumblah sinkron salah sinkron payah
"aplikasinya sering bermasalah dan banyak bug, berat juga mau liat video aja nyangkut² padahal sinyal bagus kok, tolong ya buat pihak X tolong diperbaiki aplikasinya biar lebih nyaman di pake orang²","aplikasinya sering bermasalah dan banyak bug, berat juga mau liat video aja nyangkut² padahal sinyal bagus kok, tolong ya buat pihak x tolong diperbaiki aplikasinya biar lebih nyaman di pake orang²",aplikasinya sering bermasalah dan banyak bug berat juga mau liat video aja nyangkut² padahal sinyal bagus kok tolong ya buat pihak x tolong diperbaiki aplikasinya biar lebih nyaman di pake orang²,aplikasinya sering bermasalah dan banyak bug berat juga mau lihat video saja nyangkut² padahal sinyal bagus kok tolong iya buat pihak x tolong diperbaiki aplikasinya biar lebih nyaman di pakai orang²,"['aplikasinya', 'sering', 'bermasalah', 'dan', 'banyak', 'bug', 'berat', 'juga', 'mau', 'lihat', 'video', 'saja', 'nyangkut²', 'padahal', 'sinyal', 'bagus', 'kok', 'tolong', 'iya', 'buat', 'pihak', 'x', 'tolong', 'diperbaiki', 'aplikasinya', 'biar', 'lebih', 'nyaman', 'di', 'pakai', 'orang²']","['aplikasinya', 'bermasalah', 'bug', 'berat', 'lihat', 'video', 'nyangkut²', 'sinyal', 'bagus', 'tolong', 'x', 'tolong', 'diperbaiki', 'aplikasinya', 'biar', 'nyaman', 'pakai', 'orang²']",aplikasi masalah bug berat lihat video nyangkut sinyal bagus tolong x tolong baik aplikasi biar nyaman pakai orang
"Sudah diperbaiki update aplikasi X tapi saya buka org yg mengikuti tapi ga ada daftarnya malah ga ada error dan katanya jaringannya jelek,padahal kuota masih ada😢,tolong diperbaiki aplikasi X meski tadi sudah saya update,tetap aja jelek😢","sudah diperbaiki update aplikasi x tapi saya buka org yg mengikuti tapi ga ada daftarnya malah ga ada error dan katanya jaringannya jelek,padahal kuota masih ada😢,tolong diperbaiki aplikasi x meski tadi sudah saya update,tetap aja jelek😢",sudah diperbaiki update aplikasi x tapi saya buka org yg mengikuti tapi ga ada daftarnya malah ga ada error dan katanya jaringannya jelekpadahal kuota masih adatolong diperbaiki aplikasi x meski tadi sudah saya updatetetap aja jelek,sudah diperbaiki update aplikasi x tapi saya buka orang yang mengikuti tapi tidak ada daftarnya bahkan tidak ada error dan katanya jaringannya jelekpadahal kuota masih adatolong diperbaiki aplikasi x meski tadi sudah saya updatetetap saja jelek,"['sudah', 'diperbaiki', 'update', 'aplikasi', 'x', 'tapi', 'saya', 'buka', 'orang', 'yang', 'mengikuti', 'tapi', 'tidak', 'ada', 'daftarnya', 'bahkan', 'tidak', 'ada', 'error', 'dan', 'katanya', 'jaringannya', 'jelekpadahal', 'kuota', 'masih', 'adatolong', 'diperbaiki', 'aplikasi', 'x', 'meski', 'tadi', 'sudah', 'saya', 'updatetetap', 'saja', 'jelek']","['diperbaiki', 'update', 'aplikasi', 'x', 'buka', 'orang', 'mengikuti', 'daftarnya', 'error', 'jaringannya', 'jelekpadahal', 'kuota', 'adatolong', 'diperbaiki', 'aplikasi', 'x', 'updatetetap', 'jelek']",baik update aplikasi x buka orang ikut daftar error jaring jelekpadahal kuota adatolong baik aplikasi x updatetetap jelek
"Akunku lamaku diblokir tanpa alasan dan buat baru pun baru posting sekali aja langsung di ""tangguhkan"" Lagi padahal g ada yg aku langgar peraturannya, dan pas mau ku coba buat pulihkan mesti ada aja error servernya sampe akhirnya aku nyerah karena ya solusi apapun endingnya mesti ""koneksi ke server buruk"" Dan aku akhirnya muak dengan aplikasi ini >:(","akunku lamaku diblokir tanpa alasan dan buat baru pun baru posting sekali aja langsung di ""tangguhkan"" lagi padahal g ada yg aku langgar peraturannya, dan pas mau ku coba buat pulihkan mesti ada aja error servernya sampe akhirnya aku nyerah karena ya solusi apapun endingnya mesti ""koneksi ke server buruk"" dan aku akhirnya muak dengan aplikasi ini >:(",akunku lamaku diblokir tanpa alasan dan buat baru pun baru posting sekali aja langsung di tangguhkan lagi padahal g ada yg aku langgar peraturannya dan pas mau ku coba buat pulihkan mesti ada aja error servernya sampe akhirnya aku nyerah karena ya solusi apapun endingnya mesti koneksi ke server buruk dan aku akhirnya muak dengan aplikasi ini,akunku lamaku diblokir tanpa alasan dan buat baru pun baru posting sekali saja langsung di tangguhkan lagi padahal g ada yang aku langgar peraturannya dan pas mau ku coba buat pulihkan mesti ada saja error servernya sampai akhirnya aku nyerah karena iya solusi apapun endingnya mesti koneksi ke server buruk dan aku akhirnya muak dengan aplikasi ini,"['akunku', 'lamaku', 'diblokir', 'tanpa', 'alasan', 'dan', 'buat', 'baru', 'pun', 'baru', 'posting', 'sekali', 'saja', 'langsung', 'di', 'tangguhkan', 'lagi', 'padahal', 'g', 'ada', 'yang', 'aku', 'langgar', 'peraturannya', 'dan', 'pas', 'mau', 'ku', 'coba', 'buat', 'pulihkan', 'mesti', 'ada', 'saja', 'error', 'servernya', 'sampai', 'akhirnya', 'aku', 'nyerah', 'karena', 'iya', 'solusi', 'apapun', 'endingnya', 'mesti', 'koneksi', 'ke', 'server', 'buruk', 'dan', 'aku', 'akhirnya', 'muak', 'dengan', 'aplikasi', 'ini']","['akunku', 'lamaku', 'diblokir', 'alasan', 'posting', 'langsung', 'tangguhkan', 'g', 'langgar', 'peraturannya', 'pas', 'coba', 'pulihkan', 'mesti', 'error', 'servernya', 'nyerah', 'solusi', 'apapun', 'endingnya', 'mesti', 'koneksi', 'server', 'buruk', 'muak', 'aplikasi']",akun lama blokir alas posting langsung tangguh g langgar atur pas coba pulih mesti error servernya nyerah solusi apa endingnya mesti koneksi server buruk muak aplikasi
